,workclass,occupation
30190, Private, Exec-managerial
30191, Self-emp-not-inc, Farming-fishing
30192, Private, Exec-managerial
30193, Private, Other-service
30194, Self-emp-inc, Transport-moving
30195, Private, Craft-repair
30196, Private, Other-service
30197, Private, Prof-specialty
30198, Private, Sales
30199, Private, Adm-clerical
30200, Private, Other-service
30201, Local-gov, Craft-repair
30202, Private, Handlers-cleaners
30203, Private, Transport-moving
30204, Private, Handlers-cleaners
30205, Private, Prof-specialty
30206, ?, ?
30207, Private, Machine-op-inspct
30208, ?, ?
30209, ?, ?
30210, Self-emp-not-inc, Farming-fishing
30211, Self-emp-not-inc, Sales
30212, Local-gov, Prof-specialty
30213, Self-emp-not-inc, Exec-managerial
30214, Private, Exec-managerial
30215, Federal-gov, Exec-managerial
30216, Private, Exec-managerial
30217, Private, Prof-specialty
30218, ?, ?
30219, Private, Prof-specialty
30220, Private, Exec-managerial
30221, Private, Machine-op-inspct
30222, Private, Tech-support
30223, Private, Craft-repair
30224, Self-emp-not-inc, Sales
30225, Private, Other-service
30226, Private, Transport-moving
30227, Private, Sales
30228, Private, Craft-repair
30229, Private, Adm-clerical
30230, Private, Other-service
30231, Local-gov, Prof-specialty
30232, Private, Adm-clerical
30233, Self-emp-not-inc, Exec-managerial
30234, Federal-gov, Craft-repair
30235, Private, Prof-specialty
30236, State-gov, Adm-clerical
30237, Private, Handlers-cleaners
30238, Private, Tech-support
30239, Private, Sales
30240, Private, Sales
30241, Private, Sales
30242, Self-emp-not-inc, Craft-repair
30243, Private, Sales
30244, Self-emp-inc, Prof-specialty
30245, Private, Sales
30246, Local-gov, Prof-specialty
30247, Private, Handlers-cleaners
30248, Private, Prof-specialty
30249, State-gov, Exec-managerial
30250, Private, Adm-clerical
30251, Private, Farming-fishing
30252, Private, Transport-moving
30253, Private, Exec-managerial
30254, Federal-gov, Exec-managerial
30255, State-gov, Other-service
30256, Private, Sales
30257, Private, Machine-op-inspct
30258, Private, Sales
30259, Federal-gov, Adm-clerical
30260, Self-emp-not-inc, Prof-specialty
30261, Private, Tech-support
30262, Private, Exec-managerial
30263, Self-emp-not-inc, Farming-fishing
30264, Private, Handlers-cleaners
30265, Private, Craft-repair
30266, Private, Prof-specialty
30267, Private, Prof-specialty
30268, ?, ?
30269, Private, Handlers-cleaners
30270, Private, Craft-repair
30271, State-gov, Prof-specialty
30272, Private, Handlers-cleaners
30273, Private, Sales
30274, Self-emp-inc, Sales
30275, Private, Sales
30276, Private, Exec-managerial
30277, ?, ?
30278, Private, Transport-moving
30279, Private, Prof-specialty
30280, Private, Transport-moving
30281, Private, Tech-support
30282, Private, Adm-clerical
30283, Private, Exec-managerial
30284, State-gov, Exec-managerial
30285, Private, Handlers-cleaners
30286, Private, Prof-specialty
30287, Private, Craft-repair
30288, Private, Exec-managerial
30289, Private, Exec-managerial
30290, Private, Exec-managerial
30291, Private, Other-service
30292, Private, Craft-repair
30293, State-gov, Adm-clerical
30294, Private, Transport-moving
30295, ?, ?
30296, Private, Transport-moving
30297, Private, Exec-managerial
30298, Private, Sales
30299, Private, Craft-repair
30300, Private, Machine-op-inspct
30301, Private, Machine-op-inspct
30302, Private, Adm-clerical
30303, Private, Prof-specialty
30304, Private, Machine-op-inspct
30305, Private, Sales
30306, Private, Machine-op-inspct
30307, Private, Sales
30308, Private, Other-service
30309, Private, Machine-op-inspct
30310, Private, Adm-clerical
30311, Private, Craft-repair
30312, Private, Sales
30313, ?, ?
30314, Self-emp-inc, Craft-repair
30315, Private, Sales
30316, Private, Protective-serv
30317, Private, Prof-specialty
30318, Private, Machine-op-inspct
30319, Self-emp-inc, Farming-fishing
30320, Private, Sales
30321, Private, Other-service
30322, Private, Handlers-cleaners
30323, State-gov, Adm-clerical
30324, Private, Craft-repair
30325, Private, Handlers-cleaners
30326, Federal-gov, Adm-clerical
30327, Private, Sales
30328, Private, Handlers-cleaners
30329, Private, Handlers-cleaners
30330, Local-gov, Protective-serv
30331, Private, Adm-clerical
30332, Private, Machine-op-inspct
30333, Local-gov, Protective-serv
30334, ?, ?
30335, Local-gov, Adm-clerical
30336, Private, Handlers-cleaners
30337, Private, Transport-moving
30338, State-gov, Prof-specialty
30339, Private, Sales
30340, Private, Other-service
30341, State-gov, Adm-clerical
30342, Private, Exec-managerial
30343, Private, Exec-managerial
30344, Private, Machine-op-inspct
30345, Private, Sales
30346, Private, Adm-clerical
30347, Self-emp-not-inc, Exec-managerial
30348, Private, Machine-op-inspct
30349, Private, Machine-op-inspct
30350, Private, Handlers-cleaners
30351, Private, Craft-repair
30352, Private, Tech-support
30353, Private, Tech-support
30354, Private, Craft-repair
30355, Private, Adm-clerical
30356, State-gov, Handlers-cleaners
30357, Local-gov, Craft-repair
30358, Private, Transport-moving
30359, Private, Craft-repair
30360, Private, Protective-serv
30361, State-gov, Other-service
30362, Local-gov, Protective-serv
30363, Private, Transport-moving
30364, Federal-gov, Exec-managerial
30365, Private, Farming-fishing
30366, Private, Machine-op-inspct
30367, Private, Other-service
30368, Private, Prof-specialty
30369, ?, ?
30370, Private, Farming-fishing
30371, Private, Craft-repair
30372, Private, Craft-repair
30373, Private, Craft-repair
30374, State-gov, Prof-specialty
30375, Local-gov, Prof-specialty
30376, Private, Sales
30377, Private, Craft-repair
30378, Local-gov, Prof-specialty
30379, Private, Machine-op-inspct
30380, Private, Machine-op-inspct
30381, Private, Exec-managerial
30382, Private, Transport-moving
30383, Private, Prof-specialty
30384, ?, ?
30385, Private, Sales
30386, Private, Craft-repair
30387, Private, Transport-moving
30388, Local-gov, Protective-serv
30389, Private, Craft-repair
30390, Private, Handlers-cleaners
30391, Local-gov, Prof-specialty
30392, State-gov, Prof-specialty
30393, Private, Machine-op-inspct
30394, Private, Other-service
30395, Private, Handlers-cleaners
30396, Private, Transport-moving
30397, ?, ?
30398, Private, Craft-repair
30399, Private, Sales
30400, Self-emp-inc, Machine-op-inspct
30401, Local-gov, Prof-specialty
30402, ?, ?
30403, Private, Sales
30404, Private, Exec-managerial
30405, State-gov, Exec-managerial
30406, Private, Other-service
30407, Private, Tech-support
30408, Private, Other-service
30409, Private, Adm-clerical
30410, Private, Craft-repair
30411, Private, Handlers-cleaners
30412, ?, ?
30413, Private, Transport-moving
30414, Private, Prof-specialty
30415, Private, Tech-support
30416, Federal-gov, Adm-clerical
30417, Private, Machine-op-inspct
30418, Private, Craft-repair
30419, Private, Other-service
30420, Private, Prof-specialty
30421, Private, Craft-repair
30422, Private, Prof-specialty
30423, Private, Adm-clerical
30424, Private, Farming-fishing
30425, Private, Machine-op-inspct
30426, Self-emp-inc, Prof-specialty
30427, Private, Exec-managerial
30428, Self-emp-inc, Exec-managerial
30429, Private, Prof-specialty
30430, Local-gov, Protective-serv
30431, Private, Prof-specialty
30432, Private, Machine-op-inspct
30433, Private, Transport-moving
30434, Federal-gov, Exec-managerial
30435, Private, Exec-managerial
30436, Private, Exec-managerial
30437, Private, Other-service
30438, Private, Machine-op-inspct
30439, Private, Machine-op-inspct
30440, State-gov, Exec-managerial
30441, Private, Machine-op-inspct
30442, Private, Handlers-cleaners
30443, Private, Tech-support
30444, ?, ?
30445, Private, Sales
30446, Private, Handlers-cleaners
30447, State-gov, Prof-specialty
30448, Private, Exec-managerial
30449, Federal-gov, Exec-managerial
30450, ?, ?
30451, Private, Machine-op-inspct
30452, Private, Transport-moving
30453, Private, Transport-moving
30454, Private, Craft-repair
30455, Private, Machine-op-inspct
30456, ?, ?
30457, Local-gov, Prof-specialty
30458, Private, Craft-repair
30459, Private, Craft-repair
30460, State-gov, Adm-clerical
30461, Private, Adm-clerical
30462, Private, Craft-repair
30463, Private, Sales
30464, Private, Handlers-cleaners
30465, Self-emp-not-inc, Other-service
30466, Private, Craft-repair
30467, Private, Exec-managerial
30468, ?, ?
30469, Self-emp-not-inc, Other-service
30470, Self-emp-inc, Sales
30471, State-gov, Prof-specialty
30472, Private, Craft-repair
30473, Private, Farming-fishing
30474, Private, Other-service
30475, Self-emp-not-inc, Craft-repair
30476, Private, Exec-managerial
30477, Private, Prof-specialty
30478, Private, Prof-specialty
30479, Private, Sales
30480, Local-gov, Adm-clerical
30481, Self-emp-not-inc, Sales
30482, Private, Exec-managerial
30483, Private, Handlers-cleaners
30484, State-gov, Exec-managerial
30485, Private, Prof-specialty
30486, Private, Sales
30487, Private, Transport-moving
30488, State-gov, Prof-specialty
30489, Private, Transport-moving
30490, Private, Exec-managerial
30491, Private, Other-service
30492, Private, Sales
30493, Private, Machine-op-inspct
30494, Private, Other-service
30495, Federal-gov, Handlers-cleaners
30496, Private, Craft-repair
30497, Self-emp-not-inc, Other-service
30498, Private, Other-service
30499, Private, Handlers-cleaners
30500, Private, Craft-repair
30501, Private, Other-service
30502, Private, Prof-specialty
30503, Private, Handlers-cleaners
30504, Private, Craft-repair
30505, Private, Other-service
30506, Local-gov, Handlers-cleaners
30507, Local-gov, Handlers-cleaners
30508, Private, Other-service
30509, Private, Craft-repair
30510, Private, Craft-repair
30511, Self-emp-not-inc, Sales
30512, Private, Craft-repair
30513, ?, ?
30514, Private, Other-service
30515, Private, Prof-specialty
30516, Private, Craft-repair
30517, Private, Other-service
30518, Self-emp-not-inc, Prof-specialty
30519, Local-gov, Prof-specialty
30520, Private, Machine-op-inspct
30521, State-gov, Exec-managerial
30522, Private, Craft-repair
30523, Private, Handlers-cleaners
30524, Private, Adm-clerical
30525, Self-emp-inc, Prof-specialty
30526, Private, Craft-repair
30527, Private, Tech-support
30528, Private, Craft-repair
30529, Self-emp-not-inc, Adm-clerical
30530, Private, Prof-specialty
30531, Private, Other-service
30532, Private, Prof-specialty
30533, Self-emp-not-inc, Other-service
30534, Private, Machine-op-inspct
30535, Private, Sales
30536, Federal-gov, Exec-managerial
30537, Private, Machine-op-inspct
30538, Private, Craft-repair
30539, Private, Prof-specialty
30540, Self-emp-not-inc, Craft-repair
30541, Self-emp-inc, Other-service
30542, Private, Sales
30543, Private, Exec-managerial
30544, Private, Handlers-cleaners
30545, Private, Prof-specialty
30546, Private, Exec-managerial
30547, Private, Other-service
30548, Private, Adm-clerical
30549, Local-gov, Protective-serv
30550, Self-emp-not-inc, Other-service
30551, Private, Transport-moving
30552, Private, Transport-moving
30553, Private, Adm-clerical
30554, Private, Adm-clerical
30555, Self-emp-not-inc, Farming-fishing
30556, Private, Prof-specialty
30557, State-gov, Prof-specialty
30558, ?, ?
30559, Private, Transport-moving
30560, Local-gov, Exec-managerial
30561, Private, Craft-repair
30562, Private, Exec-managerial
30563, Private, Transport-moving
30564, Private, Adm-clerical
30565, Private, Handlers-cleaners
30566, Private, Exec-managerial
30567, Private, Prof-specialty
30568, Private, Machine-op-inspct
30569, ?, ?
30570, Private, Adm-clerical
30571, Private, Prof-specialty
30572, Self-emp-not-inc, Sales
30573, Private, Transport-moving
30574, State-gov, Prof-specialty
30575, Private, Handlers-cleaners
30576, Private, Adm-clerical
30577, State-gov, Machine-op-inspct
30578, Private, Prof-specialty
30579, Private, Handlers-cleaners
30580, Private, Craft-repair
30581, Private, Machine-op-inspct
30582, Private, Machine-op-inspct
30583, Private, Craft-repair
30584, ?, ?
30585, Private, Craft-repair
30586, Local-gov, Prof-specialty
30587, Private, Craft-repair
30588, State-gov, Exec-managerial
30589, Private, Transport-moving
30590, Local-gov, Prof-specialty
30591, Private, Sales
30592, Local-gov, Protective-serv
30593, Private, Craft-repair
30594, Private, Craft-repair
30595, Private, Adm-clerical
30596, Private, Exec-managerial
30597, Local-gov, Prof-specialty
30598, Private, Craft-repair
30599, Private, Transport-moving
30600, Local-gov, Protective-serv
30601, Federal-gov, Adm-clerical
30602, Private, Handlers-cleaners
30603, Private, Sales
30604, Self-emp-not-inc, Exec-managerial
30605, Private, Prof-specialty
30606, Self-emp-inc, Sales
30607, Private, Craft-repair
30608, Private, Craft-repair
30609, Private, Sales
30610, Self-emp-not-inc, Exec-managerial
30611, Private, Other-service
30612, Private, Craft-repair
30613, Private, Sales
30614, Private, Other-service
30615, ?, ?
30616, Private, Adm-clerical
30617, Federal-gov, Exec-managerial
30618, Private, Other-service
30619, Self-emp-inc, Exec-managerial
30620, Private, Exec-managerial
30621, Local-gov, Prof-specialty
30622, Private, Other-service
30623, ?, ?
30624, ?, ?
30625, Private, Adm-clerical
30626, Private, Exec-managerial
30627, Private, Handlers-cleaners
30628, ?, ?
30629, Private, Machine-op-inspct
30630, Private, Other-service
30631, Local-gov, Transport-moving
30632, Private, Exec-managerial
30633, Private, Handlers-cleaners
30634, Private, Other-service
30635, Private, Transport-moving
30636, State-gov, Prof-specialty
30637, Private, Craft-repair
30638, Self-emp-inc, Sales
30639, Private, Adm-clerical
30640, Private, Prof-specialty
30641, ?, ?
30642, Self-emp-not-inc, Farming-fishing
30643, Private, Transport-moving
30644, Private, Other-service
30645, Private, Exec-managerial
30646, State-gov, Exec-managerial
30647, Private, Prof-specialty
30648, State-gov, Protective-serv
30649, Private, Craft-repair
30650, Local-gov, Prof-specialty
30651, Private, Exec-managerial
30652, Private, Exec-managerial
30653, Private, Sales
30654, Private, Machine-op-inspct
30655, Private, Machine-op-inspct
30656, Private, Other-service
30657, Private, Exec-managerial
30658, Private, Handlers-cleaners
30659, Private, Adm-clerical
30660, ?, ?
30661, Private, Exec-managerial
30662, Private, Sales
30663, Private, Handlers-cleaners
30664, Private, Sales
30665, Local-gov, Exec-managerial
30666, Private, Other-service
30667, Private, Exec-managerial
30668, Private, Sales
30669, Self-emp-inc, Exec-managerial
30670, Private, Other-service
30671, Private, Transport-moving
30672, Local-gov, Prof-specialty
30673, ?, ?
30674, Private, Sales
30675, Private, Prof-specialty
30676, Private, Craft-repair
30677, ?, ?
30678, Private, Other-service
30679, Private, Tech-support
30680, Private, Prof-specialty
30681, Private, Exec-managerial
30682, Private, Sales
30683, Private, Prof-specialty
30684, Private, Sales
30685, Self-emp-not-inc, Other-service
30686, Private, Adm-clerical
30687, ?, ?
30688, Private, Sales
30689, Local-gov, Protective-serv
30690, Private, Exec-managerial
30691, Private, Farming-fishing
30692, Private, Other-service
30693, ?, ?
30694, Private, Handlers-cleaners
30695, Private, Sales
30696, Private, Craft-repair
30697, Private, Handlers-cleaners
30698, ?, ?
30699, Private, Other-service
30700, Local-gov, Prof-specialty
30701, Private, Machine-op-inspct
30702, Private, Exec-managerial
30703, Private, Handlers-cleaners
30704, Private, Other-service
30705, Private, Other-service
30706, Private, Exec-managerial
30707, ?, ?
30708, Private, Transport-moving
30709, Private, Craft-repair
30710, Private, Other-service
30711, ?, ?
30712, Local-gov, Prof-specialty
30713, ?, ?
30714, Private, Adm-clerical
30715, Private, Sales
30716, Private, Sales
30717, Private, Prof-specialty
30718, Private, Protective-serv
30719, Private, Craft-repair
30720, Private, Craft-repair
30721, Private, Other-service
30722, Self-emp-not-inc, Exec-managerial
30723, ?, ?
30724, Private, Adm-clerical
30725, Private, Protective-serv
30726, Private, Machine-op-inspct
30727, ?, ?
30728, Private, Prof-specialty
30729, Local-gov, Transport-moving
30730, Private, Exec-managerial
30731, Private, Exec-managerial
30732, Private, Adm-clerical
30733, Private, Other-service
30734, Private, Craft-repair
30735, Private, Adm-clerical
30736, Private, Exec-managerial
30737, Self-emp-not-inc, Craft-repair
30738, State-gov, Prof-specialty
30739, Private, Prof-specialty
30740, State-gov, Exec-managerial
30741, Private, Machine-op-inspct
30742, Private, Farming-fishing
30743, Private, Adm-clerical
30744, ?, ?
30745, Private, Other-service
30746, Private, Craft-repair
30747, Private, Adm-clerical
30748, Private, Exec-managerial
30749, Self-emp-not-inc, Craft-repair
30750, Private, Craft-repair
30751, Private, Farming-fishing
30752, Private, Tech-support
30753, Private, Exec-managerial
30754, Private, Prof-specialty
30755, Local-gov, Transport-moving
30756, Private, Handlers-cleaners
30757, ?, ?
30758, Private, Sales
30759, Private, Protective-serv
30760, Private, Protective-serv
30761, Private, Adm-clerical
30762, Private, Craft-repair
30763, Private, Other-service
30764, Private, Other-service
30765, Private, Sales
30766, Self-emp-not-inc, Farming-fishing
30767, Self-emp-inc, Sales
30768, Private, Exec-managerial
30769, Local-gov, Craft-repair
30770, Private, Adm-clerical
30771, Private, Adm-clerical
30772, Private, Sales
30773, Federal-gov, Prof-specialty
30774, Self-emp-inc, Transport-moving
30775, State-gov, Craft-repair
30776, ?, ?
30777, Private, Adm-clerical
30778, Private, Craft-repair
30779, Private, Other-service
30780, Self-emp-not-inc, Sales
30781, ?, ?
30782, Federal-gov, Other-service
30783, Private, Prof-specialty
30784, ?, ?
30785, Private, Craft-repair
30786, Private, Adm-clerical
30787, Self-emp-inc, Prof-specialty
30788, Self-emp-not-inc, Prof-specialty
30789, Private, Protective-serv
30790, Private, Other-service
30791, Private, Handlers-cleaners
30792, Private, Exec-managerial
30793, Private, Other-service
30794, Local-gov, Adm-clerical
30795, Private, Craft-repair
30796, Local-gov, Prof-specialty
30797, Private, Other-service
30798, Private, Craft-repair
30799, Private, Craft-repair
30800, Local-gov, Other-service
30801, State-gov, Tech-support
30802, Private, Sales
30803, Private, Machine-op-inspct
30804, Private, Sales
30805, Private, Craft-repair
30806, Private, Craft-repair
30807, Self-emp-not-inc, Sales
30808, Private, Adm-clerical
30809, Private, Adm-clerical
30810, Private, Other-service
30811, Federal-gov, Adm-clerical
30812, Private, Sales
30813, Local-gov, Adm-clerical
30814, Private, Adm-clerical
30815, Self-emp-not-inc, Farming-fishing
30816, Private, Craft-repair
30817, State-gov, Protective-serv
30818, Private, Adm-clerical
30819, Private, Handlers-cleaners
30820, State-gov, Sales
30821, Private, Other-service
30822, ?, ?
30823, Private, Sales
30824, Self-emp-not-inc, Prof-specialty
30825, Private, Craft-repair
30826, Private, Exec-managerial
30827, ?, ?
30828, Local-gov, Prof-specialty
30829, State-gov, Transport-moving
30830, ?, ?
30831, State-gov, Prof-specialty
30832, Local-gov, Prof-specialty
30833, Private, Adm-clerical
30834, Private, Priv-house-serv
30835, Private, Craft-repair
30836, Private, Prof-specialty
30837, Private, Prof-specialty
30838, Local-gov, Exec-managerial
30839, Private, Exec-managerial
30840, Private, Craft-repair
30841, Private, Transport-moving
30842, State-gov, Other-service
30843, Private, Sales
30844, Private, Other-service
30845, Private, Adm-clerical
30846, Private, Sales
30847, Private, Transport-moving
30848, Private, Craft-repair
30849, State-gov, Prof-specialty
30850, Local-gov, Craft-repair
30851, Private, Machine-op-inspct
30852, Private, Exec-managerial
30853, Private, Craft-repair
30854, Local-gov, Transport-moving
30855, Private, Handlers-cleaners
30856, Private, Handlers-cleaners
30857, Private, Machine-op-inspct
30858, Private, Exec-managerial
30859, Private, Other-service
30860, Private, Machine-op-inspct
30861, Private, Machine-op-inspct
30862, Self-emp-not-inc, Sales
30863, Private, Other-service
30864, State-gov, Prof-specialty
30865, Self-emp-not-inc, Sales
30866, Private, Handlers-cleaners
30867, Private, Other-service
30868, Private, Sales
30869, Private, Sales
30870, Self-emp-not-inc, Exec-managerial
30871, Private, Prof-specialty
30872, Private, Tech-support
30873, Private, Craft-repair
30874, Self-emp-not-inc, Craft-repair
30875, Private, Sales
30876, Private, Transport-moving
30877, Private, Handlers-cleaners
30878, Private, Adm-clerical
30879, Private, Machine-op-inspct
30880, Private, Craft-repair
30881, Private, Adm-clerical
30882, Local-gov, Protective-serv
30883, Private, Tech-support
30884, Federal-gov, Prof-specialty
30885, Private, Craft-repair
30886, Private, Craft-repair
30887, Private, Handlers-cleaners
30888, Private, Sales
30889, Private, Other-service
30890, Private, Prof-specialty
30891, Private, Sales
30892, Private, Machine-op-inspct
30893, Private, Handlers-cleaners
30894, Private, Handlers-cleaners
30895, Private, Tech-support
30896, Private, Machine-op-inspct
30897, ?, ?
30898, Local-gov, Other-service
30899, Federal-gov, Adm-clerical
30900, Private, Craft-repair
30901, Private, Exec-managerial
30902, Private, Other-service
30903, State-gov, Adm-clerical
30904, Private, Sales
30905, Private, Adm-clerical
30906, Self-emp-not-inc, Farming-fishing
30907, Private, Other-service
30908, Private, Other-service
30909, Private, Exec-managerial
30910, Private, Tech-support
30911, Private, Tech-support
30912, Private, Adm-clerical
30913, Private, Exec-managerial
30914, Private, Other-service
30915, Private, Other-service
30916, Private, Sales
30917, Private, Sales
30918, State-gov, Prof-specialty
30919, Self-emp-not-inc, Farming-fishing
30920, Private, Other-service
30921, Private, Handlers-cleaners
30922, Self-emp-inc, Exec-managerial
30923, Private, Transport-moving
30924, Private, Other-service
30925, Self-emp-not-inc, Prof-specialty
30926, Private, Handlers-cleaners
30927, Private, Other-service
30928, Private, Craft-repair
30929, Private, Machine-op-inspct
30930, ?, ?
30931, Self-emp-not-inc, Farming-fishing
30932, Local-gov, Adm-clerical
30933, Private, Sales
30934, Private, Farming-fishing
30935, Private, Craft-repair
30936, Private, Other-service
30937, Self-emp-inc, Exec-managerial
30938, Federal-gov, Exec-managerial
30939, Private, Craft-repair
30940, Private, Prof-specialty
30941, Private, Prof-specialty
30942, Private, Adm-clerical
30943, Private, Exec-managerial
30944, Private, Prof-specialty
30945, Private, Exec-managerial
30946, Private, Adm-clerical
30947, ?, ?
30948, Private, Sales
30949, Private, Machine-op-inspct
30950, State-gov, Exec-managerial
30951, Private, Prof-specialty
30952, Private, Transport-moving
30953, Private, Machine-op-inspct
30954, Private, Exec-managerial
30955, Private, Prof-specialty
30956, Private, Adm-clerical
30957, Private, Craft-repair
30958, Private, Sales
30959, Private, Sales
30960, Private, Craft-repair
30961, Private, Craft-repair
30962, Private, Craft-repair
30963, Private, Adm-clerical
30964, Private, Adm-clerical
30965, Local-gov, Other-service
30966, Private, Sales
30967, Private, Machine-op-inspct
30968, Private, Exec-managerial
30969, Private, Craft-repair
30970, Local-gov, Protective-serv
30971, Local-gov, Protective-serv
30972, Private, Adm-clerical
30973, Private, Prof-specialty
30974, Private, Adm-clerical
30975, Private, Prof-specialty
30976, Private, Adm-clerical
30977, ?, ?
30978, Private, Machine-op-inspct
30979, Private, Protective-serv
30980, Local-gov, Prof-specialty
30981, Private, Sales
30982, Private, Other-service
30983, Private, Craft-repair
30984, Self-emp-not-inc, Craft-repair
30985, Private, Adm-clerical
30986, Local-gov, Other-service
30987, Private, Other-service
30988, Private, Exec-managerial
30989, Private, Exec-managerial
30990, Private, Transport-moving
30991, Private, Farming-fishing
30992, Self-emp-inc, Other-service
30993, Private, Other-service
30994, Local-gov, Prof-specialty
30995, Self-emp-not-inc, Exec-managerial
30996, State-gov, Exec-managerial
30997, Private, Adm-clerical
30998, Private, Adm-clerical
30999, Private, Sales
31000, Private, Transport-moving
31001, Private, Adm-clerical
31002, Private, Sales
31003, Private, Sales
31004, Private, Transport-moving
31005, Private, Exec-managerial
31006, Private, Craft-repair
31007, Local-gov, Exec-managerial
31008, State-gov, Exec-managerial
31009, Private, Craft-repair
31010, Private, Transport-moving
31011, Private, Sales
31012, Private, Craft-repair
31013, Private, Exec-managerial
31014, Private, Transport-moving
31015, Private, Exec-managerial
31016, Self-emp-not-inc, Sales
31017, Federal-gov, Handlers-cleaners
31018, ?, ?
31019, Private, Handlers-cleaners
31020, Private, Craft-repair
31021, Private, Other-service
31022, Private, Adm-clerical
31023, Private, Handlers-cleaners
31024, Private, Farming-fishing
31025, Private, Craft-repair
31026, Private, Handlers-cleaners
31027, Private, Transport-moving
31028, Private, Exec-managerial
31029, Private, Other-service
31030, Private, Machine-op-inspct
31031, Private, Prof-specialty
31032, ?, ?
31033, Private, Transport-moving
31034, State-gov, Prof-specialty
31035, Private, Handlers-cleaners
31036, ?, ?
31037, Private, Adm-clerical
31038, Private, Prof-specialty
31039, Private, Other-service
31040, Private, Craft-repair
31041, Private, Craft-repair
31042, Private, Exec-managerial
31043, ?, ?
31044, Private, Other-service
31045, Private, Sales
31046, Self-emp-not-inc, Farming-fishing
31047, Private, Prof-specialty
31048, Private, Exec-managerial
31049, Private, Handlers-cleaners
31050, Private, Exec-managerial
31051, Private, Tech-support
31052, Private, Exec-managerial
31053, Private, Exec-managerial
31054, Private, Exec-managerial
31055, Private, Exec-managerial
31056, Private, Exec-managerial
31057, Private, Adm-clerical
31058, Private, Other-service
31059, Private, Craft-repair
31060, Private, Adm-clerical
31061, ?, ?
31062, ?, ?
31063, Self-emp-not-inc, Exec-managerial
31064, Private, Machine-op-inspct
31065, Local-gov, Protective-serv
31066, Local-gov, Prof-specialty
31067, Private, Sales
31068, Private, Craft-repair
31069, Private, Transport-moving
31070, Private, Prof-specialty
31071, Private, Exec-managerial
31072, Private, Exec-managerial
31073, ?, ?
31074, Private, Adm-clerical
31075, Private, Prof-specialty
31076, Self-emp-inc, Sales
31077, Self-emp-not-inc, Exec-managerial
31078, Private, Tech-support
31079, Private, Exec-managerial
31080, Private, Sales
31081, Private, Other-service
31082, Local-gov, Protective-serv
31083, Private, Other-service
31084, Federal-gov, Exec-managerial
31085, Local-gov, Transport-moving
31086, Private, Exec-managerial
31087, Private, Handlers-cleaners
31088, Private, Farming-fishing
31089, Private, Exec-managerial
31090, Private, Farming-fishing
31091, Self-emp-inc, Prof-specialty
31092, Private, Other-service
31093, State-gov, Prof-specialty
31094, ?, ?
31095, Private, Prof-specialty
31096, Local-gov, Prof-specialty
31097, Private, Sales
31098, Private, Craft-repair
31099, Local-gov, Protective-serv
31100, Private, Craft-repair
31101, ?, ?
31102, Private, Priv-house-serv
31103, Private, Other-service
31104, Local-gov, Transport-moving
31105, Private, Machine-op-inspct
31106, Local-gov, Prof-specialty
31107, Private, Sales
31108, ?, ?
31109, Private, Other-service
31110, Private, Adm-clerical
31111, Self-emp-not-inc, Sales
31112, Private, Exec-managerial
31113, Private, Prof-specialty
31114, Private, Machine-op-inspct
31115, Private, Transport-moving
31116, Private, Exec-managerial
31117, Private, Machine-op-inspct
31118, ?, ?
31119, Private, Craft-repair
31120, Private, Adm-clerical
31121, Private, Sales
31122, Private, Sales
31123, ?, ?
31124, Private, Other-service
31125, Private, Craft-repair
31126, Private, Adm-clerical
31127, Private, Other-service
31128, Local-gov, Prof-specialty
31129, Private, Other-service
31130, State-gov, Exec-managerial
31131, Private, Sales
31132, Local-gov, Protective-serv
31133, Private, Adm-clerical
31134, Private, Protective-serv
31135, Private, Exec-managerial
31136, Local-gov, Prof-specialty
31137, Private, Sales
31138, Private, Sales
31139, Private, Sales
31140, Private, Transport-moving
31141, Private, Other-service
31142, Private, Other-service
31143, State-gov, Craft-repair
31144, Private, Prof-specialty
31145, Private, Exec-managerial
31146, State-gov, Prof-specialty
31147, Private, Exec-managerial
31148, Federal-gov, Prof-specialty
31149, Self-emp-inc, Exec-managerial
31150, Local-gov, Prof-specialty
31151, Private, Craft-repair
31152, Private, Machine-op-inspct
31153, Self-emp-not-inc, Craft-repair
31154, Private, Adm-clerical
31155, Self-emp-not-inc, Craft-repair
31156, Private, Handlers-cleaners
31157, Private, Prof-specialty
31158, Private, Exec-managerial
31159, Private, Craft-repair
31160, Self-emp-not-inc, Transport-moving
31161, Private, Exec-managerial
31162, Private, Exec-managerial
31163, Self-emp-not-inc, Farming-fishing
31164, Private, Exec-managerial
31165, Private, Other-service
31166, Private, Craft-repair
31167, Self-emp-not-inc, Craft-repair
31168, Private, Sales
31169, Private, Exec-managerial
31170, Private, Prof-specialty
31171, Private, Exec-managerial
31172, Local-gov, Prof-specialty
31173, Private, Transport-moving
31174, Private, Prof-specialty
31175, Private, Sales
31176, Private, Sales
31177, Private, Other-service
31178, ?, ?
31179, Private, Other-service
31180, Self-emp-inc, Sales
31181, Private, Machine-op-inspct
31182, Private, Craft-repair
31183, Private, Machine-op-inspct
31184, Private, Other-service
31185, Private, Prof-specialty
31186, Private, Prof-specialty
31187, Private, Machine-op-inspct
31188, Private, Adm-clerical
31189, State-gov, Protective-serv
31190, Private, Tech-support
31191, Private, Prof-specialty
31192, Private, Craft-repair
31193, ?, ?
